region,provincia,comuna,candidato,pacto,partido,subpacto,nivel
LA ARAUCANIA,CAUTIN,PITRUFQUEN,CELESTINO LEUFUMAN INALEF,PACTO NUEVA MAYORIA POR CHILE,PARTIDO COMUNISTA DE CHILE,SUBPACTO PCCH E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,PITRUFQUEN,NELSON ROJAS LEAL,PACTO NUEVA MAYORIA POR CHILE,PARTIDO COMUNISTA DE CHILE,SUBPACTO PCCH E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,PITRUFQUEN,CONRADO FEHLING PLACENCIA,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,NA,Concejal
LA ARAUCANIA,CAUTIN,CUNCO,JOSE OLIVERA GARRIDO,PACTO NUEVA MAYORIA PARA CHILE,PARTIDO SOCIALISTA DE CHILE,SUBPACTO PS E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,CUNCO,JUAN CARLOS ULLOA CRUZ,PACTO NUEVA MAYORIA PARA CHILE,PARTIDO SOCIALISTA DE CHILE,SUBPACTO PS E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,CUNCO,ROSSANNA IRENE CAYUMAN RAIN,PACTO NUEVA MAYORIA PARA CHILE,INDEPENDIENTE,SUBPACTO PS E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,CUNCO,DANILO FRANKLIN URRUTIA CARCAMO,PACTO NUEVA MAYORIA PARA CHILE,PARTIDO DEMOCRATA CRISTIANO,SUBPACTO PDC E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,CUNCO,SERGIO FERNANDO MACIAS GUTIERREZ,PACTO NUEVA MAYORIA PARA CHILE,PARTIDO DEMOCRATA CRISTIANO,SUBPACTO PDC E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,CUNCO,CECILIA MARIA POBLETE PEÑA,PACTO NUEVA MAYORIA PARA CHILE,INDEPENDIENTE,SUBPACTO PDC E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,CUNCO,VICTOR BRITO UMBACH,PACTO CON LA FUERZA DEL FUTURO,INDEPENDIENTE,SUBPACTO PRSD E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,CUNCO,GUSTAVO ARELLANO SEGUEL,PACTO CON LA FUERZA DEL FUTURO,INDEPENDIENTE,SUBPACTO PRSD E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,CUNCO,CARLOS OCAMPO HERRERA,PACTO CON LA FUERZA DEL FUTURO,INDEPENDIENTE,SUBPACTO PRSD E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,CUNCO,MARIA ORFELINA TOLEDO GONZALEZ,PACTO CON LA FUERZA DEL FUTURO,INDEPENDIENTE,SUBPACTO PRSD E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,CUNCO,NICOLAS TRONCOSO RUBILAR,PACTO CON LA FUERZA DEL FUTURO,INDEPENDIENTE,SUBPACTO PRSD E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,CUNCO,ARMANDO ALARCON FUENTES,PACTO CHILE VAMOS RN E INDEPENDIENTES,RENOVACION NACIONAL,NA,Concejal
LA ARAUCANIA,CAUTIN,CUNCO,KARIN AROCA GUTIERREZ,PACTO CHILE VAMOS RN E INDEPENDIENTES,RENOVACION NACIONAL,NA,Concejal
LA ARAUCANIA,CAUTIN,CUNCO,PEDRO PABLO GARCIA GARCIA,PACTO CHILE VAMOS RN E INDEPENDIENTES,RENOVACION NACIONAL,NA,Concejal
LA ARAUCANIA,CAUTIN,CUNCO,DANILO LAGOS ROMAN,PACTO CHILE VAMOS RN E INDEPENDIENTES,RENOVACION NACIONAL,NA,Concejal
LA ARAUCANIA,CAUTIN,CUNCO,PATRICIO OAKLEY OVIEDO,PACTO CHILE VAMOS RN E INDEPENDIENTES,RENOVACION NACIONAL,NA,Concejal
LA ARAUCANIA,CAUTIN,CUNCO,ELDA VENEGAS ORTIZ,PACTO CHILE VAMOS RN E INDEPENDIENTES,RENOVACION NACIONAL,NA,Concejal
LA ARAUCANIA,CAUTIN,CUNCO,FERNANDO MAGNO HUANQUILEN MILLAGUAL,PACTO CHILE VAMOS PRI-EVOPOLI E INDEPENDIENTES,PARTIDO REGIONALISTA INDEPENDIENTE,SUBPACTO PRI E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,CUNCO,RENE COLILLAN CATRILAF,PACTO CHILE VAMOS PRI-EVOPOLI E INDEPENDIENTES,PARTIDO REGIONALISTA INDEPENDIENTE,SUBPACTO PRI E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,CUNCO,OSVALDO INOSTROZA MORA,PACTO CHILE VAMOS PRI-EVOPOLI E INDEPENDIENTES,PARTIDO EVOLUCION POLITICA,SUBPACTO EVOPOLI E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,CUNCO,ANTONIA DEL PILAR BRIONES NAVARRETE,PACTO CHILE VAMOS PRI-EVOPOLI E INDEPENDIENTES,INDEPENDIENTE,SUBPACTO EVOPOLI E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,CUNCO,JAIME VALERIA CANDIA,PACTO CHILE VAMOS UDI-INDEPENDIENTES,UNION DEMOCRATA INDEPENDIENTE,NA,Concejal
LA ARAUCANIA,CAUTIN,CUNCO,IRMA PINILLA CIFUENTES,PACTO CHILE VAMOS UDI-INDEPENDIENTES,UNION DEMOCRATA INDEPENDIENTE,NA,Concejal
LA ARAUCANIA,CAUTIN,CUNCO,GABRIEL GUERRERO HERNANDEZ,PACTO CHILE VAMOS UDI-INDEPENDIENTES,UNION DEMOCRATA INDEPENDIENTE,NA,Concejal
LA ARAUCANIA,CAUTIN,CUNCO,FERNANDO PAREDES CONTRERAS,PACTO CHILE VAMOS UDI-INDEPENDIENTES,UNION DEMOCRATA INDEPENDIENTE,NA,Concejal
LA ARAUCANIA,CAUTIN,CUNCO,LUIS FONSECA REPORT,PACTO CHILE VAMOS UDI-INDEPENDIENTES,INDEPENDIENTE,NA,Concejal
LA ARAUCANIA,CAUTIN,CUNCO,NAZHLA AHUILE SEPULVEDA,PACTO CHILE VAMOS UDI-INDEPENDIENTES,INDEPENDIENTE,NA,Concejal
LA ARAUCANIA,CAUTIN,CUNCO,ERNESTO CHIHUAILAF MORA,PACTO NUEVA MAYORIA POR CHILE,PARTIDO POR LA DEMOCRACIA,SUBPACTO PPD E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,CUNCO,MARCIA ESPINOZA MUÑOZ,PACTO NUEVA MAYORIA POR CHILE,PARTIDO POR LA DEMOCRACIA,SUBPACTO PPD E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,CUNCO,RODRIGO PACHECO BURGOS,PACTO NUEVA MAYORIA POR CHILE,PARTIDO POR LA DEMOCRACIA,SUBPACTO PPD E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,CUNCO,GONZALO ALVARO OLEA VIDAL,PACTO NUEVA MAYORIA POR CHILE,INDEPENDIENTE,SUBPACTO PPD E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,CUNCO,LUIS HERMINDO SALGADO REYES,PACTO NUEVA MAYORIA POR CHILE,PARTIDO COMUNISTA DE CHILE,SUBPACTO PCCH E INDEPENDIENTES,Concejal
LA ARAUCANIA,MALLECO,CURACAUTIN,MIGUEL TORO QUIRILEF,PACTO NUEVA MAYORIA PARA CHILE,PARTIDO DEMOCRATA CRISTIANO,SUBPACTO PDC E INDEPENDIENTES,Concejal
LA ARAUCANIA,MALLECO,CURACAUTIN,MARGARITA DEL CARMEN ECHEVERRIA BETANCUR,PACTO NUEVA MAYORIA PARA CHILE,PARTIDO DEMOCRATA CRISTIANO,SUBPACTO PDC E INDEPENDIENTES,Concejal
LA ARAUCANIA,MALLECO,CURACAUTIN,EMILIO GERMAN BERGER CISTERNA,PACTO NUEVA MAYORIA PARA CHILE,INDEPENDIENTE,SUBPACTO PDC E INDEPENDIENTES,Concejal
LA ARAUCANIA,MALLECO,CURACAUTIN,SARA AURORA CASTILLO PINILLA,PACTO NUEVA MAYORIA PARA CHILE,INDEPENDIENTE,SUBPACTO PS E INDEPENDIENTES,Concejal
LA ARAUCANIA,MALLECO,CURACAUTIN,ALEX AUGUSTO JARPA RIVEROS,PACTO NUEVA MAYORIA PARA CHILE,INDEPENDIENTE,SUBPACTO PS E INDEPENDIENTES,Concejal
LA ARAUCANIA,MALLECO,CURACAUTIN,LUCIANO ALONSO MELO VEJAR,PACTO NUEVA MAYORIA PARA CHILE,INDEPENDIENTE,SUBPACTO PS E INDEPENDIENTES,Concejal
LA ARAUCANIA,MALLECO,CURACAUTIN,NORMA ARANEDA SAAVEDRA,PACTO CON LA FUERZA DEL FUTURO,PARTIDO RADICAL SOCIALDEMOCRATA,SUBPACTO PRSD E INDEPENDIENTES,Concejal
LA ARAUCANIA,MALLECO,CURACAUTIN,JUAN JAVIER GONZALEZ LAGOS,PACTO CON LA FUERZA DEL FUTURO,PARTIDO RADICAL SOCIALDEMOCRATA,SUBPACTO PRSD E INDEPENDIENTES,Concejal
LA ARAUCANIA,MALLECO,CURACAUTIN,JUAN CARLOS LEIVA BARRERA,PACTO CON LA FUERZA DEL FUTURO,PARTIDO RADICAL SOCIALDEMOCRATA,SUBPACTO PRSD E INDEPENDIENTES,Concejal
LA ARAUCANIA,MALLECO,CURACAUTIN,JUAN CARLOS NAVARRETE JAQUE,PACTO CON LA FUERZA DEL FUTURO,PARTIDO RADICAL SOCIALDEMOCRATA,SUBPACTO PRSD E INDEPENDIENTES,Concejal
LA ARAUCANIA,MALLECO,CURACAUTIN,ANDRES QUINTANA ESPARZA,PACTO CON LA FUERZA DEL FUTURO,PARTIDO RADICAL SOCIALDEMOCRATA,SUBPACTO PRSD E INDEPENDIENTES,Concejal
LA ARAUCANIA,MALLECO,CURACAUTIN,VERONICA MOTRAN GARRIDO,PACTO CHILE VAMOS RN E INDEPENDIENTES,RENOVACION NACIONAL,NA,Concejal
LA ARAUCANIA,MALLECO,CURACAUTIN,JUAN CORTES GALLARDO,PACTO CHILE VAMOS RN E INDEPENDIENTES,RENOVACION NACIONAL,NA,Concejal
LA ARAUCANIA,MALLECO,CURACAUTIN,MAURICIO OÑATE ESCOBAR,PACTO CHILE VAMOS RN E INDEPENDIENTES,RENOVACION NACIONAL,NA,Concejal
LA ARAUCANIA,MALLECO,CURACAUTIN,DAVID SANDOVAL BEROIZA,PACTO CHILE VAMOS RN E INDEPENDIENTES,RENOVACION NACIONAL,NA,Concejal
LA ARAUCANIA,MALLECO,CURACAUTIN,JUAN CARLOS SEPULVEDA ACUÑA,PACTO CHILE VAMOS RN E INDEPENDIENTES,RENOVACION NACIONAL,NA,Concejal
LA ARAUCANIA,MALLECO,CURACAUTIN,KARINA DEL PILAR RAMIREZ RIFO,PACTO CHILE VAMOS RN E INDEPENDIENTES,INDEPENDIENTE,NA,Concejal
LA ARAUCANIA,MALLECO,CURACAUTIN,JULIO GODOY INOSTROZA,PACTO CHILE VAMOS PRI-EVOPOLI E INDEPENDIENTES,PARTIDO REGIONALISTA INDEPENDIENTE,SUBPACTO PRI E INDEPENDIENTES,Concejal
LA ARAUCANIA,MALLECO,CURACAUTIN,ARNALDO SABINO FUENTES ASTETE,PACTO CHILE VAMOS PRI-EVOPOLI E INDEPENDIENTES,PARTIDO REGIONALISTA INDEPENDIENTE,SUBPACTO PRI E INDEPENDIENTES,Concejal
LA ARAUCANIA,MALLECO,CURACAUTIN,PATRICIO ABARZUA SAAVEDRA,PACTO NUEVA MAYORIA POR CHILE,PARTIDO POR LA DEMOCRACIA,SUBPACTO PPD E INDEPENDIENTES,Concejal
LA ARAUCANIA,MALLECO,CURACAUTIN,CARLOS CRISOSTOMO GATICA,PACTO NUEVA MAYORIA POR CHILE,PARTIDO POR LA DEMOCRACIA,SUBPACTO PPD E INDEPENDIENTES,Concejal
LA ARAUCANIA,MALLECO,CURACAUTIN,CARMEN MENDEZ ESCOBAR,PACTO NUEVA MAYORIA POR CHILE,PARTIDO POR LA DEMOCRACIA,SUBPACTO PPD E INDEPENDIENTES,Concejal
LA ARAUCANIA,MALLECO,CURACAUTIN,MARCELO JARA CHACUR,PACTO NUEVA MAYORIA POR CHILE,PARTIDO POR LA DEMOCRACIA,SUBPACTO PPD E INDEPENDIENTES,Concejal
LA ARAUCANIA,MALLECO,CURACAUTIN,SERGIO RAMON GATICA RUBILAR,PACTO NUEVA MAYORIA POR CHILE,PARTIDO COMUNISTA DE CHILE,SUBPACTO PCCH E INDEPENDIENTES,Concejal
LA ARAUCANIA,MALLECO,CURACAUTIN,EUSEBIO DESIDERIO SEPULVEDA CUEVAS,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,NA,Concejal
LA ARAUCANIA,CAUTIN,CURARREHUE,JORGE CALFUEQUE MARILLANCA,PACTO NUEVA MAYORIA PARA CHILE,PARTIDO SOCIALISTA DE CHILE,SUBPACTO PS E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,CURARREHUE,MARITZA COÑA CURIHUENTRO,PACTO NUEVA MAYORIA PARA CHILE,INDEPENDIENTE,SUBPACTO PS E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,CURARREHUE,SILVIA NAVARRO MANQUELEF,PACTO NUEVA MAYORIA PARA CHILE,INDEPENDIENTE,SUBPACTO PS E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,CURARREHUE,FIDEL TRALMA HUILCAN,PACTO NUEVA MAYORIA PARA CHILE,PARTIDO DEMOCRATA CRISTIANO,SUBPACTO PDC E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,CURARREHUE,HUMBERTO MARTINEZ MORALES,PACTO NUEVA MAYORIA PARA CHILE,PARTIDO DEMOCRATA CRISTIANO,SUBPACTO PDC E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,CURARREHUE,GREGORIO CURIPAN LEFIPAN,PACTO NUEVA MAYORIA PARA CHILE,PARTIDO DEMOCRATA CRISTIANO,SUBPACTO PDC E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,CURARREHUE,JORGE ROA HUILIPAN,PACTO CON LA FUERZA DEL FUTURO,PARTIDO RADICAL SOCIALDEMOCRATA,SUBPACTO PRSD E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,CURARREHUE,ODETTE TEOLINDA SOBARZO QUINTANA,PACTO CON LA FUERZA DEL FUTURO,INDEPENDIENTE,SUBPACTO PRSD E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,CURARREHUE,ADRIAN BURDILES POBLETE,PACTO CHILE VAMOS RN E INDEPENDIENTES,RENOVACION NACIONAL,NA,Concejal
LA ARAUCANIA,CAUTIN,CURARREHUE,JAIME CAREAU ELGUETA,PACTO CHILE VAMOS RN E INDEPENDIENTES,RENOVACION NACIONAL,NA,Concejal
LA ARAUCANIA,CAUTIN,CURARREHUE,NAYADETH CONTRERAS JARAMILLO,PACTO CHILE VAMOS RN E INDEPENDIENTES,RENOVACION NACIONAL,NA,Concejal
LA ARAUCANIA,CAUTIN,CURARREHUE,NELSON CONTRERAS RIFFO,PACTO CHILE VAMOS RN E INDEPENDIENTES,RENOVACION NACIONAL,NA,Concejal
LA ARAUCANIA,CAUTIN,CURARREHUE,HONORINDO LEFIÑANCO PAILLALEF,PACTO CHILE VAMOS RN E INDEPENDIENTES,RENOVACION NACIONAL,NA,Concejal
LA ARAUCANIA,CAUTIN,CURARREHUE,MARCO ORTEGA CUMIQUIR,PACTO CHILE VAMOS RN E INDEPENDIENTES,INDEPENDIENTE,NA,Concejal
LA ARAUCANIA,CAUTIN,CURARREHUE,FERNANDO ROZAS ANTIMAN,PACTO CHILE VAMOS PRI-EVOPOLI E INDEPENDIENTES,PARTIDO REGIONALISTA INDEPENDIENTE,SUBPACTO PRI E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,CURARREHUE,CLAUDIO CAREAU GONZALEZ,PACTO CHILE VAMOS PRI-EVOPOLI E INDEPENDIENTES,PARTIDO REGIONALISTA INDEPENDIENTE,SUBPACTO PRI E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,CURARREHUE,CRISTIAN ANDRES CUMIQUIR CLAVERIA,PACTO CHILE VAMOS PRI-EVOPOLI E INDEPENDIENTES,INDEPENDIENTE,SUBPACTO EVOPOLI E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,CURARREHUE,CESAR CARRASCO JIMENEZ,PACTO CHILE VAMOS UDI-INDEPENDIENTES,UNION DEMOCRATA INDEPENDIENTE,NA,Concejal
LA ARAUCANIA,CAUTIN,CURARREHUE,JUDITH CASTILLO CARES,PACTO CHILE VAMOS UDI-INDEPENDIENTES,UNION DEMOCRATA INDEPENDIENTE,NA,Concejal
LA ARAUCANIA,CAUTIN,CURARREHUE,JOSE LLANCAFILO COLPIHUEQUE,PACTO CHILE VAMOS UDI-INDEPENDIENTES,UNION DEMOCRATA INDEPENDIENTE,NA,Concejal
LA ARAUCANIA,CAUTIN,CURARREHUE,JUAN CARLOS DONOSO OVANDO,PACTO CHILE VAMOS UDI-INDEPENDIENTES,UNION DEMOCRATA INDEPENDIENTE,NA,Concejal
LA ARAUCANIA,CAUTIN,CURARREHUE,ELISEO EPULEF PANGUILEF,PACTO CHILE VAMOS UDI-INDEPENDIENTES,UNION DEMOCRATA INDEPENDIENTE,NA,Concejal
LA ARAUCANIA,CAUTIN,CURARREHUE,MAURICIO CATALAN COÑOEQUIR,PACTO CHILE VAMOS UDI-INDEPENDIENTES,INDEPENDIENTE,NA,Concejal
LA ARAUCANIA,CAUTIN,CURARREHUE,JESSICA ELENA TIZNADO SCHIAFFINO,PACTO YO MARCO POR EL CAMBIO,PARTIDO PROGRESISTA,SUBPACTO PRO E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,CURARREHUE,BEATRIZ CARINAO QUINTONAHUEL,PACTO NUEVA MAYORIA POR CHILE,PARTIDO POR LA DEMOCRACIA,SUBPACTO PPD E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,CURARREHUE,SANDRA SAAVEDRA CAVIERES,PACTO NUEVA MAYORIA POR CHILE,PARTIDO POR LA DEMOCRACIA,SUBPACTO PPD E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,CURARREHUE,JOEL NECULPAN CARINAO,PACTO NUEVA MAYORIA POR CHILE,PARTIDO POR LA DEMOCRACIA,SUBPACTO PPD E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,CURARREHUE,ARNALDO ARIEL BERRIOS MATUS,PACTO NUEVA MAYORIA POR CHILE,INDEPENDIENTE,SUBPACTO PCCH E INDEPENDIENTES,Concejal
LA ARAUCANIA,MALLECO,ERCILLA,ANTONIO FEDERICO PURRAN RUCAL,PACTO NUEVA MAYORIA PARA CHILE,INDEPENDIENTE,SUBPACTO PDC E INDEPENDIENTES,Concejal
LA ARAUCANIA,MALLECO,ERCILLA,CESAR SEPULVEDA SEPULVEDA,PACTO NUEVA MAYORIA PARA CHILE,INDEPENDIENTE,SUBPACTO PDC E INDEPENDIENTES,Concejal
LA ARAUCANIA,MALLECO,ERCILLA,VICTOR NAZARIO GUTIERREZ PACHECO,PACTO NUEVA MAYORIA PARA CHILE,INDEPENDIENTE,SUBPACTO PDC E INDEPENDIENTES,Concejal
LA ARAUCANIA,MALLECO,ERCILLA,JORGE DEVAUD MALDONADO,PACTO NUEVA MAYORIA PARA CHILE,PARTIDO SOCIALISTA DE CHILE,SUBPACTO PS E INDEPENDIENTES,Concejal
LA ARAUCANIA,MALLECO,ERCILLA,RIGOBERTO LLANQUINAO SAEZ,PACTO NUEVA MAYORIA PARA CHILE,PARTIDO SOCIALISTA DE CHILE,SUBPACTO PS E INDEPENDIENTES,Concejal
LA ARAUCANIA,MALLECO,ERCILLA,EMILIA COÑUMIL QUIÑIMIL,PACTO NUEVA MAYORIA PARA CHILE,PARTIDO SOCIALISTA DE CHILE,SUBPACTO PS E INDEPENDIENTES,Concejal
LA ARAUCANIA,MALLECO,ERCILLA,HERBERT PAREDES TOLEDO,PACTO CON LA FUERZA DEL FUTURO,PARTIDO RADICAL SOCIALDEMOCRATA,SUBPACTO PRSD E INDEPENDIENTES,Concejal
LA ARAUCANIA,MALLECO,ERCILLA,PAMELA SANTIBAÑEZ CONTRERAS,PACTO CON LA FUERZA DEL FUTURO,INDEPENDIENTE,SUBPACTO PRSD E INDEPENDIENTES,Concejal
LA ARAUCANIA,MALLECO,ERCILLA,LUIS ORELLANA ROCHA,PACTO CHILE VAMOS RN E INDEPENDIENTES,RENOVACION NACIONAL,NA,Concejal
LA ARAUCANIA,MALLECO,ERCILLA,BLIDIA BORGEAUD REBOLLEDO,PACTO CHILE VAMOS RN E INDEPENDIENTES,RENOVACION NACIONAL,NA,Concejal
LA ARAUCANIA,MALLECO,ERCILLA,ELIANA ESCOBAR BARRIGA,PACTO CHILE VAMOS RN E INDEPENDIENTES,RENOVACION NACIONAL,NA,Concejal
LA ARAUCANIA,MALLECO,ERCILLA,CLARA MONTANARES SANDOVAL,PACTO CHILE VAMOS RN E INDEPENDIENTES,RENOVACION NACIONAL,NA,Concejal
LA ARAUCANIA,MALLECO,ERCILLA,PEDRO SAN MARTIN DIAZ,PACTO CHILE VAMOS RN E INDEPENDIENTES,RENOVACION NACIONAL,NA,Concejal
LA ARAUCANIA,MALLECO,ERCILLA,HERALDO SEPULVEDA CIFUENTES,PACTO CHILE VAMOS RN E INDEPENDIENTES,RENOVACION NACIONAL,NA,Concejal
LA ARAUCANIA,MALLECO,ERCILLA,OLIVER HUGO ISAAC SEGAL SILVA,PACTO CHILE QUIERE AMPLITUD,INDEPENDIENTE,NA,Concejal
LA ARAUCANIA,MALLECO,ERCILLA,JUAN ALEJANDRO AREVALO GUTIERREZ,PACTO CHILE VAMOS UDI-INDEPENDIENTES,UNION DEMOCRATA INDEPENDIENTE,NA,Concejal
LA ARAUCANIA,MALLECO,ERCILLA,MARIA ESPAÑA BARRA FUENTES,PACTO CHILE VAMOS UDI-INDEPENDIENTES,UNION DEMOCRATA INDEPENDIENTE,NA,Concejal
LA ARAUCANIA,MALLECO,ERCILLA,JAVIER ANDRES HUENTECOL MELLIO,PACTO CHILE VAMOS UDI-INDEPENDIENTES,UNION DEMOCRATA INDEPENDIENTE,NA,Concejal
LA ARAUCANIA,MALLECO,ERCILLA,CRISTIAN HERNALDO OJEDA NECULPAN,PACTO CHILE VAMOS UDI-INDEPENDIENTES,UNION DEMOCRATA INDEPENDIENTE,NA,Concejal
LA ARAUCANIA,MALLECO,ERCILLA,WILMA ESTER MUÑOZ BRIONES,PACTO CHILE VAMOS UDI-INDEPENDIENTES,INDEPENDIENTE,NA,Concejal
LA ARAUCANIA,MALLECO,ERCILLA,MARCELO SAN MARTIN ESCARE,PACTO CHILE VAMOS UDI-INDEPENDIENTES,INDEPENDIENTE,NA,Concejal
LA ARAUCANIA,MALLECO,ERCILLA,JOHANNA DIAZ SALAZAR,PACTO YO MARCO POR EL CAMBIO,INDEPENDIENTE,SUBPACTO PRO E INDEPENDIENTES,Concejal
LA ARAUCANIA,MALLECO,ERCILLA,EDUARDO PEDRO TORRES SALDIAS,PACTO YO MARCO POR EL CAMBIO,INDEPENDIENTE,SUBPACTO PRO E INDEPENDIENTES,Concejal
LA ARAUCANIA,MALLECO,ERCILLA,JUANA VERGARA LLORENS,PACTO NUEVA MAYORIA POR CHILE,PARTIDO COMUNISTA DE CHILE,SUBPACTO PCCH E INDEPENDIENTES,Concejal
LA ARAUCANIA,MALLECO,ERCILLA,PELANTARO MEDINA ORELLANA,PACTO NUEVA MAYORIA POR CHILE,INDEPENDIENTE,SUBPACTO PCCH E INDEPENDIENTES,Concejal
LA ARAUCANIA,MALLECO,ERCILLA,JAIME EDUARDO RAMIREZ BETANCURT,PACTO NUEVA MAYORIA POR CHILE,INDEPENDIENTE,SUBPACTO PPD E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,FREIRE,BERNARDO GREGORIO CARIHUENTRO PERALTA,PACTO NUEVA MAYORIA PARA CHILE,PARTIDO SOCIALISTA DE CHILE,SUBPACTO PS E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,FREIRE,OMAR RODRIGO FLORES AÑIHUAL,PACTO NUEVA MAYORIA PARA CHILE,PARTIDO SOCIALISTA DE CHILE,SUBPACTO PS E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,FREIRE,ADRIANA YANETTE CARIPI HUECHE,PACTO NUEVA MAYORIA PARA CHILE,INDEPENDIENTE,SUBPACTO PS E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,FREIRE,JOSE ANTONIO COLIHUIL BINIMELIS,PACTO NUEVA MAYORIA PARA CHILE,PARTIDO DEMOCRATA CRISTIANO,SUBPACTO PDC E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,FREIRE,VIVIANA MANQUILEF CALFIQUIR,PACTO NUEVA MAYORIA PARA CHILE,INDEPENDIENTE,SUBPACTO PDC E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,FREIRE,ALEX ISAAC SAEZ CASTILLO,PACTO NUEVA MAYORIA PARA CHILE,INDEPENDIENTE,SUBPACTO PDC E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,FREIRE,MANUEL MARIN HUENUL,PACTO CON LA FUERZA DEL FUTURO,PARTIDO RADICAL SOCIALDEMOCRATA,SUBPACTO PRSD E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,FREIRE,ELIZABETH IVONNE MARIQUEO SANDOVAL,PACTO CON LA FUERZA DEL FUTURO,INDEPENDIENTE,SUBPACTO PRSD E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,FREIRE,PATRICIO RIOS GONZALEZ,PACTO CHILE VAMOS RN E INDEPENDIENTES,RENOVACION NACIONAL,NA,Concejal
LA ARAUCANIA,CAUTIN,FREIRE,LUIS ERNESTO GARCIA FRIZ,PACTO CHILE VAMOS RN E INDEPENDIENTES,RENOVACION NACIONAL,NA,Concejal
LA ARAUCANIA,CAUTIN,FREIRE,LAURA ANCAO ANTIPAN,PACTO CHILE VAMOS RN E INDEPENDIENTES,RENOVACION NACIONAL,NA,Concejal
LA ARAUCANIA,CAUTIN,FREIRE,GONZALO GOMEZ CARRASCO,PACTO CHILE VAMOS RN E INDEPENDIENTES,RENOVACION NACIONAL,NA,Concejal
LA ARAUCANIA,CAUTIN,FREIRE,CLAUDIA GUTIERREZ HENRIQUEZ,PACTO CHILE VAMOS RN E INDEPENDIENTES,RENOVACION NACIONAL,NA,Concejal
LA ARAUCANIA,CAUTIN,FREIRE,MARIA ELIANA OLIVA LLANCAÑIR,PACTO CHILE VAMOS RN E INDEPENDIENTES,RENOVACION NACIONAL,NA,Concejal
LA ARAUCANIA,CAUTIN,FREIRE,MANUEL CALFIMAN QUINCHANAO,PACTO CHILE VAMOS PRI-EVOPOLI E INDEPENDIENTES,PARTIDO REGIONALISTA INDEPENDIENTE,SUBPACTO PRI E INDEPENDIENTES,Concejal
LA ARAUCANIA,CAUTIN,FREIRE,EDUARDO RAMON MARINAO COLICOY,PACTO CHILE VAMOS PRI-EVOPOLI E INDEPENDIENTES,PARTIDO REGIONALISTA INDEPENDIENTE,SUBPACTO PRI E INDEPENDIENTES,Concejal
